safe_batch	prefix_on_other_qid	is_publisher	is_person	qid_prefix_count	triage	status	list_prefix	qid	publisher	p31_types	existing_P3035	part_of_P749	replaces_P1365	replaced_by_P1366	aliases_en	batch_group	registry
		yes		10	imprint?	mismatch	978-1-949980	Q10851321	Vertical (publisher)	publishing house; comics publishing company	978-1-61262	Kodansha	Del Rey Manga		Kodansha Comics | Kodansha Comics USA | Kodansha USA | Kodansha USA Publishing		
		yes		3	imprint?	mismatch	978-1-9747	Q660288	Viz Media	business; publishing house; company	978-1-56931;978-0-929279	Shogakukan			Viz Media LLC | VIZ Media | VIZ Communications | Viz Comics | VIZ | Viz | Viz Media		
	Q39054131	yes		1	imprint?	mismatch	978-1-9753	Q2067115	Yen Press	business; book publisher; audiobook publisher; comics publishing company	978-0316-302	Kadokawa Key-Process; Hachette Book Group			Yen Press LLC | Yen Press		
				5	succession?	mismatch	978-0-337	Q1607738	HMSO	state publisher; government agency	978-0-10;978-0-11		H.M. Stationery Office		OPSI | HMSO | His Majesty's Stationery Office | Her Majesty's Stationery Office		
				5	succession?	mismatch	978-0-338	Q1607738	Office of Public Sector Information	state publisher; government agency	978-0-10;978-0-11		H.M. Stationery Office		OPSI | HMSO | His Majesty's Stationery Office | Her Majesty's Stationery Office		
				5	succession?	mismatch	978-0-339	Q1607738	Office of Public Sector Information	state publisher; government agency	978-0-10;978-0-11		H.M. Stationery Office		OPSI | HMSO | His Majesty's Stationery Office | Her Majesty's Stationery Office		
				5	succession?	mismatch	978-0-348	Q1607738	Office of Public Sector Information	state publisher; government agency	978-0-10;978-0-11		H.M. Stationery Office		OPSI | HMSO | His Majesty's Stationery Office | Her Majesty's Stationery Office		
		yes		3	succession?	missing	978-0-395	Q390074	Houghton Mifflin	publishing house; book publisher; public company			Harcourt		Houghton-Mifflin-Harcourt | Houghton Mifflin Company | Houghton, Mifflin & Co. | Houghton Mifflin | Houghton Mifflin Co. | Houghton, Mifflin and Company		
		yes		1	succession?	mismatch	978-0-436	Q5677798	Secker & Warburg	publishing house	978-1-86046		Secker & Warburg; Harvill Press				
		yes		4	succession?	mismatch	978-0-470	Q1479654	John Wiley & Sons	educational publishing company; book publisher; publishing house; open-access publisher; public company; academic publisher	978-0-13		Macmillan Publishers		wiley.com | John Wiley and Sons | John Wiley & Sons Incorporated | John Wiley & Sons, Inc. | John Wiley & Sons		
	Q105529970	yes		4	succession?	mismatch	978-0-471	Q1479654	John Wiley & Sons	educational publishing company; book publisher; publishing house; open-access publisher; public company; academic publisher	978-0-13		Macmillan Publishers		wiley.com | John Wiley and Sons | John Wiley & Sons Incorporated | John Wiley & Sons, Inc. | John Wiley & Sons		
		yes		1	succession?	missing	978-0-491	Q28803186	W. H. Allen Ltd	publishing house; bookseller			Parbury, Allen & Co.		W.H. Allen | William H. Allen and Company		
		yes		3	succession?	missing	978-0-547	Q390074	Houghton Mifflin Company	publishing house; book publisher; public company			Harcourt		Houghton-Mifflin-Harcourt | Houghton Mifflin Company | Houghton, Mifflin & Co. | Houghton Mifflin | Houghton Mifflin Co. | Houghton, Mifflin and Company		
	Q139067397	yes		1	succession?	missing	978-0-550	Q5069648	W. & R. Chambers	publishing house			W & R Chambers				
		yes		3	succession?	missing	978-0-618	Q390074	Houghton Mifflin	publishing house; book publisher; public company			Harcourt		Houghton-Mifflin-Harcourt | Houghton Mifflin Company | Houghton, Mifflin & Co. | Houghton Mifflin | Houghton Mifflin Co. | Houghton, Mifflin and Company		
				1	succession?	missing	978-0-7003	Q920016	British Railways Board	statutory corporation; railway company			British Transport Commission		BRB | British Rail		
		yes		1	succession?	missing	978-0-7017	Q837164	Newcastle University	university; higher education institution; educational organization			King's College, Newcastle-upon-Tyne		University of Newcastle upon Tyne		
				1	succession?	missing	978-0-7168	Q1476542	Greater London Council	local authority			London County Council; Middlesex County Council; Hertfordshire County Council; East Ham Borough Council; West Ham Borough Council; Essex County Council; Surrey County Council; Croydon Borough Council; Kent County Council	London Residuary Body; London Fire and Civil Defence Authority; London Planning Advisory Committee; London Regional Transport			
				1	succession?	missing	978-0-7192	Q769691	Methodist Church of Great Britain	Christian denomination; charitable organization			United Methodist Church; Wesleyan Methodist Church; Primitive Methodism				
	Q139067397	yes		2	succession?	missing	978-0-7195	Q1232629	John Murray (publishing house)	publishing house; book publisher			Smith, Elder & Co.		J. Murray | John Murray Publishers		
				1	succession?	missing	978-0-7243	Q35715	South Australia	state of Australia; crown colony			New South Wales; New South Wales; New South Wales		SA | S.A. | AU-SA | S. Aust. | State of South Australia		
		yes		2	succession?	mismatch	978-0-7466	Q5654997	Harcourt Brace Jovanovich	publishing house	978-0-15			Houghton Mifflin Harcourt	Harcourt, Brace & World | Harcourt Brace | Harcourt Brace Jovanovich | Harcourt Brace & Co. | Harcourt, Brace, and Company | Harcourt, Inc.		
		yes		4	succession?	mismatch	978-0-7476	Q1479654	Van Nostrand Reinhold	educational publishing company; book publisher; publishing house; open-access publisher; public company; academic publisher	978-0-13		Macmillan Publishers		wiley.com | John Wiley and Sons | John Wiley & Sons Incorporated | John Wiley & Sons, Inc. | John Wiley & Sons		
				5	succession?	mismatch	978-0-7480	Q1607738	HMSO	state publisher; government agency	978-0-10;978-0-11		H.M. Stationery Office		OPSI | HMSO | His Majesty's Stationery Office | Her Majesty's Stationery Office		
		yes		1	succession?	missing	978-0-7515	Q18150392	Warner Books	publishing house			Warner Books		GCP | Grand Central		
		yes		3	succession?	mismatch	978-0-7695	Q131566	IEEE Computer Society Press	standards organization; publishing house; trade union federation; open-access publisher; learned society; engineering society; professional association; nonprofit organization; charitable organization	978-1-4244		Institute of Radio Engineers; American Institute of Electrical Engineers		IEEE | I triple e | ieee.org | I.E.E.E. | The Institute of Electrical and Electronics Engineers, Incorporated | Institute of Electrical and Electronics Engineers Inc | IEEE CT Society | IEEE-SSIT		
		yes		2	succession?	mismatch	978-0-7747	Q5654997	Harcourt Brace Jovanovich	publishing house	978-0-15			Houghton Mifflin Harcourt	Harcourt, Brace & World | Harcourt Brace | Harcourt Brace Jovanovich | Harcourt Brace & Co. | Harcourt, Brace, and Company | Harcourt, Inc.		
		yes		3	succession?	mismatch	978-0-7803	Q131566	Institute of Electrical and Electronics Engineers	standards organization; publishing house; trade union federation; open-access publisher; learned society; engineering society; professional association; nonprofit organization; charitable organization	978-1-4244		Institute of Radio Engineers; American Institute of Electrical Engineers		IEEE | I triple e | ieee.org | I.E.E.E. | The Institute of Electrical and Electronics Engineers, Incorporated | Institute of Electrical and Electronics Engineers Inc | IEEE CT Society | IEEE-SSIT		
		yes		4	succession?	mismatch	978-0-7821	Q1479654	Sybex	educational publishing company; book publisher; publishing house; open-access publisher; public company; academic publisher	978-0-13		Macmillan Publishers		wiley.com | John Wiley and Sons | John Wiley & Sons Incorporated | John Wiley & Sons, Inc. | John Wiley & Sons		
				1	succession?	missing	978-0-7936	Q215616	Public Broadcasting Service	television network; public broadcaster; nonprofit organization			National Educational Television		Public Broadcasting Service		
		yes		1	succession?	missing	978-0-7992	Q951305	University of Cape Town	public university; open-access publisher; higher education institution; university			South African College		South African College | uct.ac.za | Cape Town University		
	Q6948779	yes		1	succession?	missing	978-0-8021	Q3777164	Grove Press	book publisher				Grove Atlantic; Grove Weidenfeld			
		yes		3	succession?	mismatch	978-0-8186	Q131566	IEEE Computer Society Press	standards organization; publishing house; trade union federation; open-access publisher; learned society; engineering society; professional association; nonprofit organization; charitable organization	978-1-4244		Institute of Radio Engineers; American Institute of Electrical Engineers		IEEE | I triple e | ieee.org | I.E.E.E. | The Institute of Electrical and Electronics Engineers, Incorporated | Institute of Electrical and Electronics Engineers Inc | IEEE CT Society | IEEE-SSIT		
				1	succession?	missing	978-0-8270	Q123759	Organization of American States	international organization			Pan American Union		OAS		
		yes		1	succession?	missing	978-0-8295	Q1047060	Case Western Reserve University	private university; private not-for-profit educational institution; open-access publisher			Western Reserve University; Case Institute of Technology		Case | Case Western | CWRU | Case Western Reserve | Case School of Applied Science		
		yes		1	succession?	missing	978-0-8330	Q861141	RAND	think tank; nonprofit organization			Douglas; United States Air Force		RAND | escorp.ai		
		yes		2	succession?	missing	978-0-87587	Q1641836	Los Angeles County Museum of Art	art museum; nonprofit organization; museum			Los Angeles County Museum		LACMA		
				1	succession?	missing	978-0-902228	Q6386149	Lancashire County Council	non-metropolitan county council				Blackburn with Darwen Borough Council; Blackpool Borough Council			
	Q7373716			1	succession?	missing	978-0-902358	Q103298550	Royal Association for Disability Rights	charitable organization; disability rights organization			Royal Association for Disability Rights; National Centre for Independent Living				
		yes		2	succession?	missing	978-0-911291	Q1641836	Los Angeles County Museum of Art	art museum; nonprofit organization; museum			Los Angeles County Museum		LACMA		
				1	succession?	missing	978-0-9518476	Q16984481	Blackburn Borough Council	unitary authority			Lancashire County Council				
				1	succession?	missing	978-1-84049	Q2392237	Local Government Association	association			Association of Metropolitan Authorities; Association of County Councils; Association of District Councils		LGA		
	Q139067332;Q139067397	yes		2	succession?	missing	978-1-85788	Q1232629	Nicholas Brealey Publishing	publishing house; book publisher			Smith, Elder & Co.		J. Murray | John Murray Publishers		
